400,86447.5139521921
401,88829.8635075788
402,91607.9171738337
403,94628.6195873187
404,97889.9944233963
405,101320.893995095
406,104966.114994212
407,108848.055766646
408,112976.378343959
409,116945.71658372
410,121174.392534322
411,125652.085389322
412,130271.195251757
413,135151.179966419
414,140252.293448918
415,145820.697912509
416,151914.145954948
417,158295.698211294
418,164944.273885407
419,171769.401227187
420,178674.24032937
421,185759.803340123
422,192419.578187185
423,198667.838326274
424,204896.115627355
425,210908.314768008
426,216668.422721492
427,222220.577404725
428,227045.444621147
429,230223.594230799
430,232354.95055715
431,231541.143989516
432,227910.416037744
433,220556.951242718
434,210115.808588139
435,197114.886343999
436,180935.155715328
437,163657.02777114
438,145698.604968201
439,128170.362161483
440,111585.26539038
441,95809.8029460087
442,82593.0221330655
443,70634.5013396973
444,60429.8588668078
445,51670.7880708571
446,43723.3938037641
447,38172.3370786631
448,33061.3639321361
449,28845.5340916813
450,25289.59904788
451,22305.3927627114
452,19775.7191851374
453,17645.4168985932
454,15855.4596738882
455,14337.0055361295
456,13080.8535961687
457,11988.4511320538
458,11059.6883479716
459,10275.4607724206
460,9592.11359006203
461,9013.16026691913
462,8526.89656930198
463,8069.79463967776
464,7700.17801403235
465,7390.77341236031
466,7142.54703781804
467,6931.1022607066
468,6739.17917918682
469,6588.36365013901
470,6464.18458537995
471,6360.3397052304
472,6279.5519458584
473,6214.70653856689
474,6175.68510654622
475,6144.70072805371
476,6127.04556128692
477,6121.05070988475
478,6119.82099677661
479,6131.67894460508
480,6149.90504960066
481,6174.1260059984
482,6201.39928600383
483,6235.69949805577
484,6276.56549973865
485,6312.51264898897
486,6356.91407585773
487,6452.48035169
488,6503.53540484029
489,6570.26930011932
490,6645.45747301677
491,6732.21812462828
492,6821.61387575723
493,6924.07532866011
494,7028.11784127346
495,7141.05381475815
496,7262.02684177101
497,7389.12647516193
498,7527.33744485134
499,7669.78653293128
500,7820.20679705148
501,7978.57627804926
502,8142.56730468424
503,8315.03456810028
504,8487.91905560661
505,8673.58377577246
506,8853.49519532528
507,9038.47918144913
508,9230.07287552924
509,9412.66331292477
510,9597.16419747043
511,9781.35765373908
512,9958.91944288884
513,10143.8155923621
514,10322.4753396441
515,10503.1114115642
516,10687.7001327605
517,10874.5286885466
518,11065.6392810485
519,11264.0622747112
520,11468.5459972641
521,11685.4586058742
522,11912.8676942288
523,12145.1956350159
524,12390.8967058539
525,12649.3999685142
526,12917.279793624
527,13193.6578146776
528,13498.0557272665
529,13805.8133917401
530,14135.6400146723
531,14481.7603362872
532,14846.5679053133
533,15221.5425666442
534,15625.3276493656
535,16047.0753271309
536,16492.0777581376
537,16967.9328126609
538,17436.1021602583
539,17927.0870778442
540,18425.011090826
541,18931.7407280286
542,19424.4604194634
543,19905.9370196239
544,20384.4710919899
545,20833.470090598
546,21245.3581043356
547,21637.4609125298
548,21990.9814719562
549,22300.957011857
550,22573.0310370321
551,22789.6142582025
552,22965.024049413
553,23091.5966629004
554,23141.5098395931
555,23155.9370094511
556,23129.3444634876
557,23066.2997075331
558,22940.2101956239
559,22787.9892801668
560,22616.619974883
561,22422.8303645383
562,22198.8908238817
563,21954.9464860553
564,21678.985689092
565,21386.1822143798
566,21062.6139528016
567,20727.2097025575
568,20384.9761527308
569,20006.2464745876
570,19619.2601512897
571,19212.4007857979
572,18819.8587943509
573,18383.1788859867
574,17958.9059045172
575,17567.4179528771
576,17149.5570469
577,16738.0642980901
578,16362.979840946
579,16004.1671233221
580,15624.4273236972
581,15261.5960793092
582,14935.0633307738
583,14610.5288660392
584,14230.1083323723
585,13847.9530248564
586,13476.1185237838
587,13036.4521693
588,12610.8835972344
589,12139.3984160775
590,11624.8952352985
591,11111.7315634409
592,10541.0788037779
593,9989.92578054397
594,9414.71429871586
595,8861.44441220284
596,8324.91619129068
597,7782.16913551729
598,7268.06561149849
599,6768.57810613635
600,6308.9640483055
601,5868.95952271692
602,5473.7429052596
603,5104.36783040333
604,4784.47114081935
605,4490.8288260941
