#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B213B5
#Date Time: 2024-02-12 17:43:35.135
#Start: 1 Hz
#Stop: 2e+07 Hz
#Steps: 501
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.51697 V
#Offset: -0.000289588 V
#Relative: no
#Channel: Channel 2
#Range: 5.57616 V
#Offset: -0.000284749 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1.000000000000002,-1.962014606552946,0.1380127955983084,-0.9615528318064719
1.034194109919989,-1.962859280179118,0.1442120062687397,-0.995671321234596
1.069557456993193,-1.962776873322212,0.149367258697816,-1.031563698753025
1.10613002224336,-1.963182745171829,0.1554207481143917,-1.06810507633466
1.143953153809745,-1.963489107424946,0.1613268655826269,-1.105419955111145
1.183069613694431,-1.963899015683737,0.167865046888526,-1.144421211488165
1.223523626108092,-1.964176613748015,0.1746544506204991,-1.185785591112932
1.265360927468933,-1.964229749257798,0.1815715326845499,-1.229345416856564
1.308628818111262,-1.964529452341663,0.1894145337704738,-1.274298897946036
1.353376215762218,-1.965322623149865,0.1974427306675938,-1.317178893081348
1.399653710847087,-1.965104005371111,0.2050060702424983,-1.366873131404674
1.447513623685706,-1.966013956180076,0.2138884066596044,-1.417642139508331
1.497010063644694,-1.966569002961002,0.2217293139751944,-1.469951483442685
1.548198990312284,-1.967118433963601,0.2298473099994466,-1.528821895390863
1.601138276765035,-1.96718863031766,0.2377455908865828,-1.587664615079404
1.655887774997836,-1.967707912802318,0.2455285963711805,-1.651126079831016
1.712509383591271,-1.968149678192046,0.2532613106008588,-1.71588476720251
1.7710671176928,-1.968795740890481,0.2617360707193263,-1.783922525514754
1.831627181390858,-1.968928003291742,0.2692446875541715,-1.855385201865815
1.894258042563772,-1.969492611809135,0.2775032259914443,-1.925656883166582
1.959030510288013,-1.970527960962551,0.2864101734698052,-1.999334046881444
2.026017814893409,-1.970829145477227,0.2961381670064934,-2.073894157680215
2.095295690755726,-1.971410712560594,0.3059761828002231,-2.149361302541468
2.166942461920297,-1.971839419559822,0.3161644623053427,-2.23005171638561
2.241039130653486,-1.972653132726037,0.3282796435442226,-2.310710470693934
2.317669469022039,-1.972746519406617,0.3403501461179741,-2.392163739753386
2.396920113603975,-1.973692318601189,0.3542423909171922,-2.477082358466447
2.478880663437972,-1.974421081774256,0.3690377106059649,-2.567714593698852
2.563643781322099,-1.975289847252335,0.3843761093589168,-2.661780327919018
